id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
568307,No,Pankow,Private room,1.0,300+,91-100
570153,Yes,Spandau,Private room,2.0,251-300,91-100
571074,Yes,Treptow - Köpenick,Entire home/apt,3.0,201-250,91-100
573171,Yes,Pankow,Private room,1.0,300+,91-100
573259,No,Mitte,Private room,2.0,0-50,91-100
578612,No,Neukölln,Entire home/apt,1.0,0-50,91-100
578821,No,Tempelhof - Schöneberg,Entire home/apt,2.0,51-100,81-90
580013,No,Tempelhof - Schöneberg,Entire home/apt,2.0,101-150,91-100
582053,Yes,Pankow,Entire home/apt,1.0,0-50,91-100
583916,No,Neukölln,Entire home/apt,2.0,300+,81-90
584012,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
584757,No,Pankow,Private room,1.0,0-50,91-100
584858,No,Mitte,Private room,1.0,300+,91-100
585042,No,Mitte,Entire home/apt,1.0,0-50,91-100
588011,Yes,Neukölln,Entire home/apt,2.0,251-300,91-100
588554,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
589169,Yes,Pankow,Entire home/apt,3.0,0-50,91-100
589285,Yes,Neukölln,Entire home/apt,1.0,251-300,91-100
590200,No,Neukölln,Entire home/apt,2.0,300+,91-100
590948,No,Charlottenburg-Wilm.,Private room,1.0,251-300,91-100
592059,No,Neukölln,Private room,2.0,0-50,91-100
593269,Yes,Mitte,Entire home/apt,2.0,0-50,91-100
594027,No,Mitte,Entire home/apt,3.0,0-50,81-90
594032,No,Charlottenburg-Wilm.,Entire home/apt,5.0,51-100,81-90
597413,No,Reinickendorf,Private room,1.0,251-300,91-100
598335,No,Mitte,Entire home/apt,1.0,0-50,91-100
598407,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,251-300,91-100
598982,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
604068,No,Mitte,Entire home/apt,3.0,0-50,91-100
604459,No,Tempelhof - Schöneberg,Entire home/apt,1.0,201-250,91-100
606926,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
609824,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
610052,No,Tempelhof - Schöneberg,Entire home/apt,0.0,0-50,91-100
610496,No,Neukölln,Entire home/apt,2.0,0-50,91-100
612197,No,Mitte,Entire home/apt,2.0,0-50,91-100
615018,Yes,Mitte,Entire home/apt,1.0,151-200,91-100
617544,No,Pankow,Entire home/apt,2.0,300+,91-100
617864,No,Pankow,Entire home/apt,1.0,0-50,91-100
618049,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
618397,No,Mitte,Entire home/apt,1.0,0-50,91-100
620013,No,Charlottenburg-Wilm.,Entire home/apt,2.0,101-150,91-100
623231,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
626620,No,Reinickendorf,Private room,1.0,0-50,91-100
627152,No,Pankow,Entire home/apt,4.0,151-200,91-100
628686,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
629842,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
632038,Yes,Pankow,Private room,1.0,101-150,91-100
633372,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
633531,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
633881,No,Pankow,Private room,2.0,300+,81-90
636713,No,Neukölln,Private room,1.0,300+,81-90
638001,No,Neukölln,Entire home/apt,1.0,0-50,81-90
638162,Yes,Neukölln,Entire home/apt,2.0,0-50,91-100
639830,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,81-90
639988,No,Pankow,Entire home/apt,1.0,251-300,91-100
642351,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
642955,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
643039,No,Neukölln,Entire home/apt,1.0,0-50,91-100
647944,No,Pankow,Entire home/apt,1.0,0-50,91-100
652366,No,Pankow,Private room,1.0,300+,91-100
653677,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,0-50,91-100
653713,No,Mitte,Private room,2.0,300+,below 70
656248,Yes,Pankow,Entire home/apt,2.0,251-300,91-100
656753,Yes,Pankow,Private room,1.0,300+,91-100
660996,No,Tempelhof - Schöneberg,Private room,1.0,300+,91-100
667608,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
667849,Yes,Tempelhof - Schöneberg,Entire home/apt,2.0,151-200,91-100
667899,No,Neukölln,Private room,1.0,0-50,91-100
668962,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
669429,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
671958,Yes,Charlottenburg-Wilm.,Private room,1.0,251-300,91-100
675277,No,Neukölln,Entire home/apt,4.0,51-100,91-100
680999,No,Mitte,Entire home/apt,1.0,0-50,91-100
681132,No,Mitte,Entire home/apt,0.0,300+,81-90
682423,No,Pankow,Entire home/apt,3.0,0-50,91-100
682637,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
682854,No,Mitte,Entire home/apt,1.0,0-50,91-100
683337,No,Mitte,Entire home/apt,4.0,0-50,91-100
685944,No,Mitte,Entire home/apt,4.0,251-300,91-100
687582,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
687635,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
689626,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
691366,No,Pankow,Entire home/apt,1.0,201-250,91-100
693357,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
694871,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,51-100,91-100
696372,No,Lichtenberg,Private room,1.0,251-300,91-100
698727,Yes,Steglitz - Zehlendorf,Entire home/apt,7+,300+,91-100
700806,No,Tempelhof - Schöneberg,Private room,1.0,251-300,91-100
703286,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
703748,No,Neukölln,Entire home/apt,1.0,0-50,91-100
703969,No,Neukölln,Private room,2.0,0-50,71-80
704098,No,Mitte,Private room,1.0,201-250,91-100
704265,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
704306,No,Pankow,Entire home/apt,1.0,0-50,91-100
705910,No,Mitte,Private room,1.0,201-250,91-100
706237,Yes,Pankow,Entire home/apt,1.0,151-200,91-100
706700,No,Mitte,Entire home/apt,3.0,0-50,91-100
706734,Yes,Mitte,Entire home/apt,4.0,0-50,91-100
709602,No,Neukölln,Entire home/apt,4.0,300+,81-90
714312,No,Neukölln,Entire home/apt,2.0,251-300,91-100
714728,No,Lichtenberg,Private room,0.0,51-100,91-100
715728,No,Mitte,Private room,2.0,300+,91-100
721768,No,Neukölln,Private room,1.0,300+,91-100
722871,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
724306,No,Mitte,Entire home/apt,1.0,0-50,91-100
725992,No,Marzahn - Hellersdorf,Private room,1.0,300+,91-100
726236,Yes,Neukölln,Entire home/apt,2.0,300+,91-100
728115,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,201-250,91-100
728865,Yes,Pankow,Entire home/apt,1.0,51-100,91-100
728920,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
728981,Yes,Pankow,Entire home/apt,1.0,101-150,91-100
729454,No,Neukölln,Private room,1.0,0-50,91-100
730734,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
731285,No,Pankow,Private room,2.0,0-50,91-100
736966,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,91-100
737374,No,Mitte,Entire home/apt,1.0,300+,91-100
738921,No,Pankow,Private room,1.0,0-50,91-100
739363,No,Neukölln,Entire home/apt,2.0,300+,91-100
742211,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
743889,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
744264,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,81-90
749134,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
749508,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,251-300,91-100
752358,No,Neukölln,Entire home/apt,1.0,151-200,81-90
753097,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,101-150,91-100
753152,Yes,Pankow,Entire home/apt,2.0,251-300,91-100
753525,Yes,Pankow,Entire home/apt,1.0,251-300,91-100
761453,No,Mitte,Private room,0.0,0-50,91-100
761821,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
764511,No,Pankow,Entire home/apt,2.0,300+,91-100
766384,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,91-100
767279,No,Neukölln,Entire home/apt,1.0,201-250,81-90
767461,No,Neukölln,Entire home/apt,1.0,0-50,91-100
767840,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,81-90
768418,Yes,Mitte,Entire home/apt,2.0,0-50,91-100
768466,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
769334,No,Reinickendorf,Entire home/apt,2.0,300+,91-100
770435,Yes,Pankow,Private room,1.0,300+,91-100
772627,Yes,Neukölln,Entire home/apt,1.0,251-300,91-100
773066,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
776408,No,Steglitz - Zehlendorf,Entire home/apt,7+,0-50,91-100
777993,No,Neukölln,Entire home/apt,3.0,300+,91-100
781039,No,Neukölln,Entire home/apt,1.0,51-100,81-90
782924,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,300+,91-100
782997,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
783789,No,Mitte,Entire home/apt,1.0,0-50,91-100
784782,Yes,Mitte,Private room,1.0,0-50,91-100
788811,No,Mitte,Entire home/apt,4.0,300+,91-100
789018,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
789136,No,Neukölln,Private room,1.0,151-200,91-100
790667,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
791747,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
793067,No,Neukölln,Private room,1.0,0-50,91-100
794284,No,Pankow,Entire home/apt,1.0,0-50,91-100
795792,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
795924,No,Pankow,Entire home/apt,1.0,0-50,81-90
799899,No,Reinickendorf,Entire home/apt,2.0,300+,91-100
800903,No,Mitte,Entire home/apt,2.0,0-50,91-100
803960,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,251-300,91-100
808174,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
812449,No,Mitte,Entire home/apt,4.0,0-50,91-100
813414,No,Pankow,Private room,1.0,300+,91-100
814603,No,Pankow,Entire home/apt,5.0,0-50,91-100
816485,No,Mitte,Private room,1.0,0-50,91-100
816748,No,Neukölln,Entire home/apt,3.0,0-50,91-100
817372,No,Marzahn - Hellersdorf,Entire home/apt,1.0,300+,91-100
817454,No,Pankow,Entire home/apt,3.0,300+,81-90
818757,No,Mitte,Private room,1.0,0-50,91-100
819740,No,Neukölln,Entire home/apt,2.0,300+,91-100
820799,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
821270,No,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
822091,No,Pankow,Entire home/apt,2.0,201-250,91-100
822917,No,Mitte,Entire home/apt,2.0,0-50,91-100
823087,No,Pankow,Private room,3.0,300+,91-100
824657,No,Mitte,Entire home/apt,1.0,0-50,81-90
827752,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
829409,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
831316,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
831334,No,Pankow,Entire home/apt,1.0,0-50,81-90
832389,No,Neukölln,Private room,1.0,0-50,81-90
833589,No,Mitte,Entire home/apt,4.0,101-150,91-100
833737,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,251-300,91-100
835872,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
836938,No,Pankow,Entire home/apt,2.0,300+,91-100
837143,No,Marzahn - Hellersdorf,Entire home/apt,1.0,0-50,91-100
842173,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
843830,No,Pankow,Entire home/apt,2.0,101-150,91-100
847396,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,300+,91-100
849431,No,Neukölln,Entire home/apt,4.0,151-200,81-90
850645,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
851630,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
851688,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,201-250,91-100
852169,No,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,81-90
852539,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
854315,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
856117,No,Treptow - Köpenick,Private room,0.0,201-250,81-90
856845,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
857451,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
857540,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
860671,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
863116,No,Neukölln,Private room,0.0,0-50,91-100
865222,No,Lichtenberg,Private room,2.0,300+,91-100
865908,No,Mitte,Entire home/apt,1.0,300+,81-90
866332,No,Pankow,Private room,1.0,51-100,91-100
867196,No,Reinickendorf,Entire home/apt,7+,201-250,81-90
867981,No,Pankow,Private room,1.0,201-250,91-100
868206,No,Mitte,Private room,1.0,251-300,91-100
869793,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
871854,No,Mitte,Private room,1.0,51-100,91-100
871902,No,Tempelhof - Schöneberg,Entire home/apt,4.0,300+,71-80
871945,No,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
871961,Yes,Neukölln,Entire home/apt,6.0,251-300,91-100
872718,No,Tempelhof - Schöneberg,Private room,0.0,300+,81-90
872925,Yes,Pankow,Private room,1.0,300+,91-100
874219,No,Pankow,Entire home/apt,2.0,0-50,91-100
876839,No,Mitte,Entire home/apt,6.0,300+,81-90
877939,No,Neukölln,Private room,1.0,0-50,91-100
878037,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
878074,Yes,Pankow,Entire home/apt,1.0,151-200,91-100
878387,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
880130,Yes,Tempelhof - Schöneberg,Private room,2.0,0-50,91-100
880447,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
882481,No,Friedrichshain-Kreuzberg,Private room,2.0,300+,91-100
883362,Yes,Mitte,Entire home/apt,0.0,51-100,91-100
883847,Yes,Mitte,Entire home/apt,1.0,300+,91-100
884859,No,Treptow - Köpenick,Entire home/apt,2.0,0-50,91-100
885121,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
885925,No,Mitte,Entire home/apt,1.0,300+,91-100
889901,No,Charlottenburg-Wilm.,Entire home/apt,3.0,300+,91-100
893313,No,Pankow,Private room,1.0,300+,91-100
897910,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
899264,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
899265,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,81-90
899729,Yes,Mitte,Entire home/apt,3.0,151-200,91-100
899970,No,Mitte,Private room,1.0,300+,91-100
901837,Yes,Pankow,Entire home/apt,4.0,300+,91-100
904637,No,Tempelhof - Schöneberg,Private room,2.0,251-300,81-90
906460,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,81-90
907791,Yes,Pankow,Entire home/apt,3.0,300+,91-100
907910,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
912787,Yes,Neukölln,Entire home/apt,2.0,0-50,91-100
913379,No,Charlottenburg-Wilm.,Entire home/apt,0.0,151-200,81-90
913865,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,251-300,91-100
914733,No,Steglitz - Zehlendorf,Entire home/apt,3.0,300+,71-80
918301,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
919931,No,Pankow,Entire home/apt,1.0,251-300,91-100
921223,No,Neukölln,Entire home/apt,2.0,0-50,91-100
922202,No,Pankow,Entire home/apt,6.0,101-150,91-100
925753,Yes,Pankow,Private room,1.0,0-50,91-100
926670,Yes,Mitte,Entire home/apt,2.0,51-100,91-100
929443,Yes,Mitte,Entire home/apt,3.0,300+,91-100
929541,Yes,Friedrichshain-Kreuzberg,Private room,0.0,201-250,91-100
935026,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
936642,Yes,Steglitz - Zehlendorf,Entire home/apt,2.0,251-300,91-100
937705,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
938661,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
942867,No,Neukölln,Entire home/apt,2.0,0-50,91-100
945373,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,101-150,91-100
946634,No,Charlottenburg-Wilm.,Entire home/apt,1.0,251-300,91-100
948364,No,Mitte,Private room,1.0,300+,91-100
948728,No,Charlottenburg-Wilm.,Entire home/apt,0.0,0-50,81-90
949276,No,Tempelhof - Schöneberg,Private room,1.0,251-300,91-100
950245,No,Charlottenburg-Wilm.,Entire home/apt,3.0,300+,91-100
954077,No,Mitte,Entire home/apt,5.0,300+,91-100
958267,No,Mitte,Private room,1.0,51-100,91-100
958788,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
959013,No,Mitte,Entire home/apt,2.0,201-250,91-100
962143,Yes,Treptow - Köpenick,Private room,1.0,251-300,91-100
965074,Yes,Treptow - Köpenick,Private room,1.0,201-250,91-100
969200,No,Pankow,Entire home/apt,2.0,151-200,81-90
969280,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
970871,No,Friedrichshain-Kreuzberg,Private room,0.0,201-250,91-100
972033,No,Mitte,Entire home/apt,1.0,300+,81-90
972948,Yes,Friedrichshain-Kreuzberg,Private room,0.0,300+,91-100
974427,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
975599,No,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,81-90
976769,No,Tempelhof - Schöneberg,Private room,1.0,300+,81-90
977063,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
978892,Yes,Reinickendorf,Private room,1.0,300+,91-100
979758,Yes,Pankow,Entire home/apt,1.0,101-150,91-100
980288,No,Pankow,Entire home/apt,3.0,201-250,91-100
981027,No,Pankow,Private room,3.0,0-50,91-100
981445,No,Mitte,Private room,1.0,101-150,91-100
984052,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,151-200,91-100
984732,No,Steglitz - Zehlendorf,Entire home/apt,3.0,300+,91-100
985009,No,Friedrichshain-Kreuzberg,Private room,0.0,0-50,91-100
986324,Yes,Pankow,Private room,1.0,0-50,91-100
989871,No,Charlottenburg-Wilm.,Private room,1.0,251-300,91-100
991411,No,Neukölln,Entire home/apt,2.0,251-300,91-100
997825,Yes,Pankow,Entire home/apt,2.0,300+,91-100
998056,No,Pankow,Private room,1.0,251-300,91-100
1004686,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
1005027,No,Pankow,Entire home/apt,6.0,51-100,91-100
1005341,Yes,Pankow,Private room,1.0,201-250,91-100
1005428,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,300+,91-100
1012851,Yes,Neukölln,Private room,1.0,0-50,91-100
1013954,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,81-90
1014764,No,Mitte,Entire home/apt,0.0,251-300,91-100
1014824,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
1017368,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
1018784,No,Pankow,Entire home/apt,2.0,0-50,91-100
1023188,No,Friedrichshain-Kreuzberg,Private room,2.0,300+,91-100
1024097,Yes,Mitte,Private room,1.0,300+,91-100
1030060,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,251-300,91-100
1032446,No,Treptow - Köpenick,Private room,2.0,300+,91-100
1033506,Yes,Mitte,Entire home/apt,1.0,300+,91-100
1038314,No,Mitte,Private room,1.0,151-200,91-100
1038377,Yes,Charlottenburg-Wilm.,Entire home/apt,6.0,51-100,91-100
1038425,Yes,Charlottenburg-Wilm.,Entire home/apt,4.0,300+,91-100
1039472,No,Pankow,Private room,1.0,0-50,91-100
1043485,No,Lichtenberg,Entire home/apt,1.0,300+,91-100
1044134,No,Neukölln,Private room,0.0,51-100,91-100
1052235,Yes,Marzahn - Hellersdorf,Private room,3.0,201-250,91-100
1052791,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,300+,91-100
1052941,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
1054546,Yes,Mitte,Entire home/apt,1.0,300+,91-100
1054907,No,Mitte,Entire home/apt,1.0,201-250,91-100
1065921,No,Neukölln,Entire home/apt,1.0,0-50,91-100
1068023,Yes,Friedrichshain-Kreuzberg,Private room,1.0,201-250,91-100
1069183,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,300+,91-100
1069492,No,Mitte,Entire home/apt,3.0,0-50,91-100
1070556,Yes,Tempelhof - Schöneberg,Private room,1.0,300+,91-100
1073324,No,Mitte,Private room,1.0,0-50,91-100
1079551,No,Pankow,Entire home/apt,2.0,151-200,91-100
1082056,No,Pankow,Entire home/apt,1.0,300+,91-100
1084183,No,Tempelhof - Schöneberg,Private room,2.0,201-250,91-100
1084512,No,Mitte,Entire home/apt,2.0,51-100,91-100
1086003,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,91-100
1086561,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
1089612,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,251-300,91-100
1099602,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,81-90
1100840,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
1101970,No,Neukölln,Entire home/apt,0.0,201-250,91-100
1102875,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
1104102,Yes,Mitte,Private room,1.0,300+,91-100
1106372,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
1108579,No,Charlottenburg-Wilm.,Entire home/apt,2.0,51-100,71-80
1111145,No,Mitte,Entire home/apt,2.0,300+,81-90
1114908,No,Steglitz - Zehlendorf,Private room,1.0,300+,91-100
1115857,No,Pankow,Entire home/apt,4.0,51-100,91-100
1115899,No,Tempelhof - Schöneberg,Entire home/apt,4.0,300+,91-100
1115973,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,300+,91-100
1120265,Yes,Mitte,Entire home/apt,1.0,201-250,91-100
1121525,No,Mitte,Entire home/apt,3.0,0-50,91-100
1125176,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
1125675,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
1128470,Yes,Mitte,Private room,1.0,300+,91-100
1130337,No,Reinickendorf,Entire home/apt,5.0,0-50,81-90
1130984,No,Friedrichshain-Kreuzberg,Entire home/apt,7+,51-100,91-100
1134401,Yes,Tempelhof - Schöneberg,Private room,1.0,201-250,91-100
1135006,Yes,Mitte,Entire home/apt,0.0,300+,91-100
1137010,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
1140239,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,151-200,91-100
1146439,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
1148256,No,Neukölln,Entire home/apt,4.0,0-50,91-100
1148348,No,Tempelhof - Schöneberg,Private room,2.0,0-50,91-100
1152925,Yes,Mitte,Private room,0.0,51-100,91-100
1153584,Yes,Pankow,Private room,2.0,251-300,91-100
1154260,No,Steglitz - Zehlendorf,Entire home/apt,7+,300+,91-100
1155736,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,51-100,91-100
1158424,No,Mitte,Entire home/apt,2.0,251-300,81-90
1159542,No,Pankow,Entire home/apt,2.0,300+,91-100
1159572,Yes,Friedrichshain-Kreuzberg,Entire home/apt,5.0,300+,91-100
1163196,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,81-90
1165431,No,Lichtenberg,Private room,1.0,201-250,81-90
1168787,No,Pankow,Entire home/apt,4.0,0-50,91-100
1172623,No,Neukölln,Private room,1.0,201-250,91-100
1172856,Yes,Mitte,Private room,1.0,201-250,91-100
1174200,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,0-50,91-100
1176655,No,Mitte,Entire home/apt,2.0,201-250,91-100
1176927,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
1177810,No,Charlottenburg-Wilm.,Entire home/apt,1.0,51-100,91-100
1177924,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
1180314,No,Mitte,Entire home/apt,3.0,51-100,91-100
1181807,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,51-100,91-100
1185217,No,Mitte,Entire home/apt,1.0,201-250,91-100
1185916,Yes,Charlottenburg-Wilm.,Private room,0.0,151-200,91-100
1192710,No,Tempelhof - Schöneberg,Entire home/apt,1.0,300+,91-100
