id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
40412286,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,81-90
40412675,No,Mitte,Private room,1.0,201-250,91-100
40414534,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,251-300,91-100
40416728,No,Lichtenberg,Entire home/apt,4.0,300+,91-100
40417482,No,Lichtenberg,Entire home/apt,4.0,300+,91-100
40419084,No,Pankow,Entire home/apt,1.0,51-100,91-100
40419782,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
40422120,No,Pankow,Private room,1.0,51-100,81-90
40423260,No,Neukölln,Entire home/apt,1.0,0-50,below 70
40423795,No,Neukölln,Entire home/apt,2.0,0-50,81-90
40424679,Yes,Charlottenburg-Wilm.,Private room,2.0,51-100,91-100
40425546,No,Neukölln,Entire home/apt,1.0,51-100,91-100
40426123,No,Friedrichshain-Kreuzberg,Private room,3.0,0-50,81-90
40427506,No,Tempelhof - Schöneberg,Entire home/apt,2.0,300+,91-100
40428324,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
40437471,No,Neukölln,Private room,1.0,51-100,91-100
40439703,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40440130,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
40441268,No,Neukölln,Entire home/apt,1.0,0-50,91-100
40443247,Yes,Mitte,Private room,1.0,0-50,91-100
40444132,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40450975,No,Neukölln,Private room,1.0,0-50,91-100
40458372,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40459053,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40463858,Yes,Charlottenburg-Wilm.,Private room,1.0,251-300,91-100
40464682,Yes,Lichtenberg,Entire home/apt,1.0,0-50,91-100
40465682,No,Pankow,Entire home/apt,0.0,0-50,91-100
40467027,No,Pankow,Entire home/apt,1.0,51-100,91-100
40479384,No,Treptow - Köpenick,Entire home/apt,1.0,201-250,71-80
40479650,No,Treptow - Köpenick,Entire home/apt,1.0,300+,71-80
40480189,No,Mitte,Entire home/apt,2.0,0-50,91-100
40480297,No,Mitte,Entire home/apt,1.0,0-50,91-100
40480361,No,Lichtenberg,Private room,1.0,0-50,91-100
40482637,No,Pankow,Entire home/apt,2.0,0-50,91-100
40484404,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40485311,No,Mitte,Private room,2.0,0-50,91-100
40492843,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,300+,91-100
40496411,No,Pankow,Private room,0.0,0-50,71-80
40497636,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
40497725,No,Neukölln,Entire home/apt,1.0,300+,81-90
40500662,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40502934,No,Tempelhof - Schöneberg,Private room,1.0,51-100,81-90
40507458,No,Mitte,Private room,1.0,0-50,91-100
40508350,No,Spandau,Entire home/apt,1.0,0-50,91-100
40508499,No,Steglitz - Zehlendorf,Entire home/apt,2.0,300+,71-80
40509483,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
40509876,No,Mitte,Private room,1.0,0-50,91-100
40518842,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40519636,No,Charlottenburg-Wilm.,Entire home/apt,2.0,151-200,91-100
40521041,No,Mitte,Entire home/apt,6.0,0-50,71-80
40522022,No,Pankow,Entire home/apt,1.0,0-50,91-100
40523775,No,Mitte,Private room,1.0,0-50,91-100
40524385,No,Mitte,Entire home/apt,1.0,0-50,91-100
40526770,No,Neukölln,Private room,2.0,300+,91-100
40527823,No,Neukölln,Private room,5.0,300+,91-100
40527942,No,Mitte,Private room,2.0,0-50,91-100
40529601,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40529991,No,Neukölln,Entire home/apt,0.0,0-50,91-100
40532902,No,Pankow,Private room,0.0,0-50,91-100
40533579,No,Neukölln,Entire home/apt,2.0,0-50,91-100
40534514,No,Steglitz - Zehlendorf,Private room,1.0,51-100,81-90
40550736,No,Pankow,Entire home/apt,1.0,0-50,91-100
40551218,No,Mitte,Entire home/apt,1.0,0-50,71-80
40553835,No,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
40555057,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40561451,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40563023,No,Steglitz - Zehlendorf,Private room,2.0,0-50,91-100
40565760,No,Pankow,Entire home/apt,2.0,0-50,81-90
40566664,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,101-150,91-100
40576833,No,Mitte,Entire home/apt,1.0,51-100,81-90
40578087,No,Neukölln,Entire home/apt,3.0,300+,91-100
40578189,Yes,Pankow,Private room,1.0,251-300,91-100
40582609,No,Charlottenburg-Wilm.,Entire home/apt,3.0,151-200,71-80
40584336,No,Mitte,Private room,1.0,300+,81-90
40584715,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40588508,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
40589471,Yes,Lichtenberg,Private room,1.0,0-50,91-100
40590682,No,Mitte,Private room,1.0,51-100,71-80
40591090,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40591741,No,Neukölln,Entire home/apt,2.0,0-50,81-90
40600649,No,Pankow,Entire home/apt,1.0,151-200,91-100
40603786,No,Treptow - Köpenick,Private room,1.0,0-50,71-80
40606819,No,Lichtenberg,Entire home/apt,2.0,300+,91-100
40606892,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
40607563,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
40607649,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
40608869,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,81-90
40609244,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,81-90
40609660,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,300+,81-90
40609979,No,Friedrichshain-Kreuzberg,Entire home/apt,6.0,0-50,81-90
40610629,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,251-300,91-100
40613951,Yes,Pankow,Private room,2.0,0-50,91-100
40614172,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
40615772,Yes,Pankow,Private room,1.0,51-100,91-100
40616260,Yes,Pankow,Private room,1.0,51-100,91-100
40616942,Yes,Friedrichshain-Kreuzberg,Entire home/apt,0.0,151-200,91-100
40618178,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
40618257,No,Treptow - Köpenick,Entire home/apt,1.0,300+,below 70
40618351,No,Treptow - Köpenick,Entire home/apt,1.0,300+,below 70
40618561,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
40618725,No,Reinickendorf,Private room,1.0,51-100,91-100
40619153,No,Treptow - Köpenick,Entire home/apt,1.0,201-250,91-100
40628844,Yes,Friedrichshain-Kreuzberg,Entire home/apt,7+,201-250,71-80
40631760,No,Pankow,Entire home/apt,2.0,0-50,91-100
40636884,No,Mitte,Entire home/apt,1.0,0-50,91-100
40637591,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40647191,No,Mitte,Shared room,1.0,0-50,91-100
40652095,No,Pankow,Entire home/apt,1.0,0-50,91-100
40652565,No,Reinickendorf,Private room,2.0,201-250,91-100
40652704,Yes,Pankow,Entire home/apt,0.0,101-150,91-100
40663815,No,Mitte,Entire home/apt,1.0,51-100,91-100
40664895,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40665104,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
40665178,No,Charlottenburg-Wilm.,Entire home/apt,1.0,151-200,91-100
40665811,No,Neukölln,Entire home/apt,2.0,51-100,91-100
40666788,No,Mitte,Entire home/apt,1.0,0-50,81-90
40668448,No,Pankow,Entire home/apt,1.0,0-50,below 70
40668962,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,101-150,91-100
40669065,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40670566,No,Neukölln,Entire home/apt,1.0,0-50,91-100
40672972,No,Pankow,Entire home/apt,1.0,0-50,91-100
40675334,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40675473,No,Mitte,Private room,1.0,151-200,91-100
40675926,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
40677025,Yes,Pankow,Entire home/apt,4.0,51-100,91-100
40678816,Yes,Lichtenberg,Entire home/apt,4.0,0-50,91-100
40684671,No,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
40686328,Yes,Tempelhof - Schöneberg,Private room,0.0,300+,91-100
40687247,No,Neukölln,Entire home/apt,2.0,0-50,91-100
40689493,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,81-90
40691824,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
40691828,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
40691865,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40692117,No,Neukölln,Entire home/apt,3.0,0-50,91-100
40694003,No,Neukölln,Private room,1.0,151-200,91-100
40694101,No,Neukölln,Entire home/apt,1.0,0-50,91-100
40695137,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
40695151,No,Neukölln,Private room,1.0,0-50,81-90
40697656,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40698789,Yes,Pankow,Entire home/apt,1.0,51-100,91-100
40699884,Yes,Pankow,Entire home/apt,1.0,101-150,91-100
40700150,No,Mitte,Private room,2.0,51-100,91-100
40700275,No,Marzahn - Hellersdorf,Private room,1.0,51-100,91-100
40703325,No,Tempelhof - Schöneberg,Private room,1.0,101-150,91-100
40703852,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
40704942,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
40712740,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40713890,No,Tempelhof - Schöneberg,Private room,2.0,0-50,81-90
40714802,No,Mitte,Entire home/apt,1.0,0-50,91-100
40715813,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,101-150,91-100
40716658,No,Mitte,Entire home/apt,2.0,0-50,91-100
40716681,No,Mitte,Private room,1.0,0-50,91-100
40716983,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
40718479,No,Charlottenburg-Wilm.,Entire home/apt,2.0,251-300,91-100
40718566,No,Steglitz - Zehlendorf,Entire home/apt,1.0,0-50,below 70
40718695,No,Neukölln,Entire home/apt,2.0,0-50,91-100
40719186,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,71-80
40720256,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
40723686,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40725955,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40726717,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
40727913,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
40729267,No,Neukölln,Entire home/apt,1.0,0-50,below 70
40729821,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
40740992,No,Neukölln,Entire home/apt,2.0,51-100,91-100
40741736,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
40742609,No,Neukölln,Entire home/apt,1.0,0-50,91-100
40743922,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
40743995,Yes,Pankow,Private room,1.0,0-50,91-100
40744982,Yes,Steglitz - Zehlendorf,Entire home/apt,1.0,0-50,91-100
40746689,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
40749620,Yes,Mitte,Entire home/apt,1.0,51-100,91-100
40749642,No,Neukölln,Entire home/apt,2.0,51-100,91-100
40757098,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40760518,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40769326,No,Neukölln,Entire home/apt,3.0,0-50,91-100
40769337,No,Friedrichshain-Kreuzberg,Private room,2.0,151-200,81-90
40769909,No,Tempelhof - Schöneberg,Entire home/apt,2.0,51-100,91-100
40770068,No,Neukölln,Private room,1.0,0-50,81-90
40770540,No,Pankow,Entire home/apt,1.0,51-100,91-100
40770644,No,Pankow,Entire home/apt,1.0,0-50,91-100
40770931,No,Mitte,Entire home/apt,2.0,0-50,91-100
40774990,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
40776950,No,Neukölln,Private room,1.0,51-100,91-100
40779237,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
40779659,No,Neukölln,Entire home/apt,2.0,0-50,81-90
40780062,No,Charlottenburg-Wilm.,Entire home/apt,3.0,101-150,81-90
40780449,No,Charlottenburg-Wilm.,Shared room,1.0,0-50,91-100
40780799,No,Charlottenburg-Wilm.,Entire home/apt,3.0,101-150,81-90
40781341,No,Charlottenburg-Wilm.,Entire home/apt,2.0,101-150,81-90
40781664,No,Mitte,Private room,1.0,151-200,91-100
40782074,No,Charlottenburg-Wilm.,Entire home/apt,4.0,101-150,81-90
40791184,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40791528,No,Mitte,Entire home/apt,2.0,300+,81-90
40791816,Yes,Tempelhof - Schöneberg,Private room,1.0,300+,91-100
40793099,Yes,Neukölln,Private room,1.0,0-50,91-100
40800047,No,Mitte,Private room,1.0,0-50,91-100
40804099,No,Pankow,Entire home/apt,1.0,251-300,91-100
40804943,No,Mitte,Entire home/apt,2.0,0-50,91-100
40811145,No,Spandau,Entire home/apt,0.0,201-250,81-90
40812690,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40813071,No,Mitte,Entire home/apt,2.0,51-100,91-100
40820407,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
40821098,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,0-50,91-100
40821882,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
40828369,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40829797,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40831903,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40836673,No,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
40837739,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
40837747,Yes,Mitte,Entire home/apt,2.0,151-200,91-100
40838288,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,81-90
40838574,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
40839571,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
40839711,No,Mitte,Entire home/apt,1.0,101-150,91-100
40840342,No,Mitte,Entire home/apt,1.0,151-200,71-80
40841035,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
40849801,No,Neukölln,Entire home/apt,6.0,300+,91-100
40851313,No,Steglitz - Zehlendorf,Entire home/apt,2.0,0-50,91-100
40851713,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,91-100
40855603,No,Pankow,Entire home/apt,2.0,0-50,91-100
40860243,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
40863437,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
40867151,No,Charlottenburg-Wilm.,Entire home/apt,1.0,51-100,71-80
40874607,No,Mitte,Entire home/apt,1.0,51-100,91-100
40876762,No,Mitte,Private room,1.0,0-50,91-100
40877291,No,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
40877727,No,Charlottenburg-Wilm.,Entire home/apt,7+,300+,71-80
40878399,No,Mitte,Entire home/apt,1.0,0-50,91-100
40878913,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
40881486,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,91-100
40884060,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
40884270,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
40884413,No,Mitte,Shared room,1.0,201-250,91-100
40885284,No,Neukölln,Private room,1.0,0-50,91-100
40887330,No,Mitte,Entire home/apt,2.0,151-200,71-80
40905667,No,Friedrichshain-Kreuzberg,Private room,5.0,0-50,91-100
40911799,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
40913020,No,Mitte,Private room,1.0,0-50,91-100
40914885,No,Steglitz - Zehlendorf,Private room,0.0,0-50,91-100
40915019,Yes,Neukölln,Private room,1.0,51-100,below 70
40918298,Yes,Pankow,Entire home/apt,1.0,0-50,91-100
40918402,No,Treptow - Köpenick,Entire home/apt,1.0,101-150,91-100
40918835,No,Mitte,Entire home/apt,1.0,151-200,91-100
40919841,No,Mitte,Private room,2.0,151-200,91-100
40920142,No,Mitte,Private room,1.0,51-100,91-100
40922138,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40929112,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
40933013,Yes,Lichtenberg,Private room,1.0,101-150,91-100
40935209,No,Mitte,Private room,1.0,0-50,91-100
40935224,No,Pankow,Private room,1.0,0-50,81-90
40936687,No,Mitte,Entire home/apt,1.0,151-200,91-100
40936968,No,Pankow,Entire home/apt,2.0,51-100,91-100
40937456,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
40937572,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
40944466,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
40945296,No,Neukölln,Private room,0.0,0-50,91-100
40945879,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
40946183,No,Mitte,Private room,2.0,0-50,91-100
40946664,No,Mitte,Private room,1.0,0-50,81-90
40946743,Yes,Pankow,Entire home/apt,1.0,300+,91-100
40956908,No,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
40960434,Yes,Pankow,Entire home/apt,1.0,0-50,91-100
40961969,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
40961984,No,Pankow,Entire home/apt,2.0,300+,91-100
40961985,No,Pankow,Entire home/apt,2.0,300+,81-90
40961989,No,Pankow,Entire home/apt,2.0,300+,81-90
40965308,No,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
40967843,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
40969555,No,Pankow,Entire home/apt,1.0,0-50,91-100
40970284,Yes,Lichtenberg,Shared room,6.0,300+,91-100
40971012,No,Lichtenberg,Private room,1.0,151-200,91-100
40971083,No,Steglitz - Zehlendorf,Entire home/apt,2.0,51-100,91-100
40976851,No,Mitte,Private room,1.0,300+,91-100
40978876,No,Pankow,Entire home/apt,2.0,201-250,81-90
40982424,No,Charlottenburg-Wilm.,Entire home/apt,4.0,151-200,71-80
40994932,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,300+,91-100
40999081,No,Tempelhof - Schöneberg,Entire home/apt,2.0,101-150,91-100
41003884,No,Charlottenburg-Wilm.,Entire home/apt,1.0,251-300,91-100
41007792,No,Mitte,Entire home/apt,1.0,0-50,91-100
41013665,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,below 70
41016559,No,Friedrichshain-Kreuzberg,Private room,0.0,0-50,91-100
41020418,Yes,Lichtenberg,Shared room,6.0,300+,91-100
41027667,Yes,Lichtenberg,Private room,1.0,0-50,91-100
41030791,No,Pankow,Entire home/apt,1.0,51-100,91-100
41031605,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
41035493,No,Neukölln,Entire home/apt,0.0,0-50,below 70
41036872,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
41040496,No,Friedrichshain-Kreuzberg,Private room,0.0,0-50,81-90
41041927,No,Steglitz - Zehlendorf,Entire home/apt,2.0,300+,71-80
41042609,No,Mitte,Entire home/apt,2.0,51-100,91-100
41042767,No,Spandau,Entire home/apt,1.0,101-150,91-100
41053541,Yes,Mitte,Private room,1.0,0-50,91-100
41058161,No,Lichtenberg,Entire home/apt,1.0,151-200,71-80
41060166,No,Mitte,Entire home/apt,3.0,51-100,91-100
41061572,No,Lichtenberg,Private room,1.0,51-100,91-100
41071494,No,Pankow,Entire home/apt,2.0,0-50,91-100
41071627,No,Friedrichshain-Kreuzberg,Shared room,2.0,151-200,below 70
41073093,No,Mitte,Entire home/apt,0.0,151-200,91-100
41073452,No,Mitte,Entire home/apt,1.0,0-50,91-100
41074426,No,Mitte,Private room,1.0,101-150,91-100
41075183,No,Lichtenberg,Entire home/apt,0.0,51-100,91-100
41079277,No,Tempelhof - Schöneberg,Private room,2.0,51-100,91-100
41081984,No,Mitte,Entire home/apt,2.0,0-50,91-100
41094104,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
41095345,No,Neukölln,Entire home/apt,6.0,101-150,81-90
41096059,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41096389,No,Mitte,Entire home/apt,1.0,0-50,91-100
41096934,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41100728,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
41100857,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,101-150,91-100
41103146,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41103548,No,Mitte,Entire home/apt,1.0,0-50,91-100
41103683,No,Mitte,Entire home/apt,0.0,0-50,91-100
41103819,No,Pankow,Entire home/apt,1.0,151-200,91-100
41104429,No,Mitte,Private room,2.0,51-100,81-90
41106299,No,Mitte,Private room,2.0,300+,81-90
41107999,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41120455,No,Pankow,Private room,2.0,0-50,91-100
41121241,No,Mitte,Private room,1.0,0-50,91-100
41123851,No,Neukölln,Entire home/apt,2.0,300+,91-100
41123969,No,Reinickendorf,Private room,2.0,300+,91-100
41125312,No,Neukölln,Private room,1.0,0-50,91-100
41127179,Yes,Pankow,Private room,1.0,251-300,91-100
41127825,No,Reinickendorf,Private room,2.0,201-250,91-100
41127827,Yes,Spandau,Entire home/apt,4.0,300+,91-100
41128218,Yes,Spandau,Entire home/apt,4.0,251-300,91-100
41130331,No,Mitte,Private room,0.0,0-50,91-100
41131425,No,Spandau,Private room,1.0,0-50,91-100
41131502,No,Steglitz - Zehlendorf,Entire home/apt,2.0,101-150,91-100
41133602,No,Neukölln,Private room,1.0,0-50,91-100
41138556,No,Pankow,Entire home/apt,1.0,201-250,91-100
41140626,No,Tempelhof - Schöneberg,Private room,1.0,251-300,81-90
41141306,No,Neukölln,Private room,1.0,300+,91-100
41143286,No,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
41144736,No,Neukölln,Entire home/apt,1.0,51-100,91-100
41145529,No,Neukölln,Private room,1.0,0-50,91-100
41146919,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41148133,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41148186,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
41148764,No,Mitte,Private room,1.0,0-50,91-100
41149085,No,Lichtenberg,Shared room,1.0,0-50,91-100
41155035,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41159193,No,Mitte,Private room,1.0,151-200,71-80
41165544,No,Mitte,Entire home/apt,1.0,0-50,91-100
41168410,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
41173297,No,Tempelhof - Schöneberg,Entire home/apt,3.0,151-200,91-100
41178373,No,Pankow,Entire home/apt,1.0,0-50,91-100
41178472,No,Mitte,Entire home/apt,2.0,51-100,91-100
41186652,No,Marzahn - Hellersdorf,Entire home/apt,1.0,0-50,below 70
41189885,No,Mitte,Entire home/apt,3.0,0-50,91-100
41192470,Yes,Neukölln,Private room,2.0,0-50,91-100
41193265,Yes,Neukölln,Private room,2.0,0-50,91-100
41196167,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,71-80
41203702,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41220401,Yes,Mitte,Private room,1.0,0-50,91-100
41220512,No,Mitte,Private room,1.0,101-150,91-100
41221853,No,Mitte,Entire home/apt,1.0,0-50,91-100
41223761,No,Mitte,Private room,1.0,0-50,91-100
41224162,No,Mitte,Entire home/apt,4.0,251-300,81-90
41225031,No,Pankow,Entire home/apt,1.0,0-50,91-100
41230216,No,Marzahn - Hellersdorf,Entire home/apt,1.0,0-50,91-100
41233197,Yes,Mitte,Entire home/apt,1.0,51-100,91-100
41244242,No,Friedrichshain-Kreuzberg,Private room,1.0,101-150,91-100
41251423,Yes,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
41251668,No,Mitte,Entire home/apt,2.0,0-50,91-100
41253419,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,0-50,91-100
41258143,No,Pankow,Entire home/apt,1.0,0-50,91-100
41258398,No,Pankow,Private room,1.0,0-50,91-100
41263449,No,Charlottenburg-Wilm.,Entire home/apt,2.0,251-300,91-100
41266714,No,Mitte,Entire home/apt,1.0,51-100,91-100
41266800,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41278378,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
41279041,No,Mitte,Entire home/apt,2.0,0-50,91-100
41281603,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41281623,No,Mitte,Private room,1.0,0-50,91-100
41291399,No,Neukölln,Entire home/apt,0.0,0-50,91-100
41302291,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
41303522,No,Mitte,Private room,1.0,0-50,91-100
41304195,No,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
41305171,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41305354,No,Mitte,Entire home/apt,1.0,0-50,91-100
41306762,No,Mitte,Entire home/apt,2.0,251-300,71-80
41308682,Yes,Lichtenberg,Private room,1.0,51-100,91-100
41312011,Yes,Friedrichshain-Kreuzberg,Entire home/apt,5.0,201-250,91-100
41313740,No,Charlottenburg-Wilm.,Private room,1.0,0-50,81-90
41330406,No,Tempelhof - Schöneberg,Entire home/apt,3.0,101-150,91-100
41331976,Yes,Pankow,Private room,1.0,0-50,91-100
41332069,Yes,Pankow,Entire home/apt,2.0,0-50,91-100
41332712,No,Spandau,Entire home/apt,1.0,300+,81-90
41333559,Yes,Friedrichshain-Kreuzberg,Private room,2.0,151-200,71-80
41336107,Yes,Friedrichshain-Kreuzberg,Private room,2.0,300+,91-100
41337319,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
41337835,No,Neukölln,Entire home/apt,1.0,0-50,91-100
41338992,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41342946,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,151-200,91-100
41344844,No,Mitte,Private room,1.0,0-50,91-100
41346743,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
41347401,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41359499,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,300+,91-100
41359889,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,300+,91-100
41360299,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,0-50,81-90
41360926,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,0-50,91-100
